Equations,Slope,Intercept,Equation ID,x (Thickness),y (Thermal Conductivity Profile),Tdelay,ModelRatio
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,280.818777,2.359745
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,248.69676,2.374418
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,183.56086,2.411467
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1068.420792,2.04103
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,106.262006,2.451792
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,112.916138,2.450532
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,119.986953,2.441247
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,946.207343,2.083855
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,127.500543,2.437449
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,152.984017,2.42781
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,582.052617,2.224579
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,264.270165,2.369628
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,172.743644,2.416853
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,183.56086,2.411467
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,195.055452,2.404731
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,234.041094,2.385011
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,162.563884,2.422184
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,135.484634,2.436525
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,657.231338,2.192928
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,890.447473,2.103904
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,788.591858,2.141435
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,698.387201,2.176348
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,317.089719,2.341805
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,336.945895,2.332458
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,358.045466,2.322043
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,380.466293,2.312204
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,404.291113,2.302584
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,429.607845,2.289457
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,456.509913,2.27796
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,485.096589,2.266064
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,515.473364,2.252681
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,547.752335,2.237957
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,582.052617,2.224579
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,618.500784,2.208444
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,207.269835,2.395909
y = 0.0139x + 10,0.013888888888888888,10,101,400,15.555555555555555,2353.187005,1.688691
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,220.249084,2.389345
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,837.973524,2.1229
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,2214.514014,1.720185
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,3000.326206,1.556379
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1068.420792,2.04103
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1135.325362,2.019086
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1206.419499,1.995595
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1281.965555,1.971916
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,2500.543706,1.656327
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,2353.187005,1.688691
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1005.4589,2.063177
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,2657.127893,1.623335
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1736.866341,1.839321
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1845.629008,1.810721
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1961.202399,1.781329
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,2084.013003,1.751168
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1538.191411,1.894464
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,220.249084,2.389345
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1634.513043,1.867684
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1362.24231,1.947096
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,742.120246,2.160162
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,195.055452,2.404731
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,3188.2068,1.521947
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,3387.852488,1.487298
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,100.0,2.452378
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,106.262006,2.451792
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,112.916138,2.450532
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,119.986953,2.441247
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,127.500543,2.437449
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,135.484634,2.436525
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,143.968689,2.433149
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,152.984017,2.42781
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,162.563884,2.422184
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,172.743644,2.416853
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,183.56086,2.411467
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,207.269835,2.395909
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,547.752335,2.237957
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,143.968689,2.433149
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,143.968689,2.433149
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,742.120246,2.160162
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,280.818777,2.359745
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,264.270165,2.369628
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,298.403665,2.350197
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,317.089719,2.341805
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,336.945895,2.332458
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,456.509913,2.27796
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,358.045466,2.322043
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,380.466293,2.312204
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,2214.514014,1.720185
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,429.607845,2.289457
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,515.473364,2.252681
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,547.752335,2.237957
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,582.052617,2.224579
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,698.387201,2.176348
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,248.69676,2.374418
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,837.973524,2.1229
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,172.743644,2.416853
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1736.866341,1.839321
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,2084.013003,1.751168
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1005.4589,2.063177
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1447.546,1.920916
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1135.325362,2.019086
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1845.629008,1.810721
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1281.965555,1.971916
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1362.24231,1.947096
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1206.419499,1.995595
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1538.191411,1.894464
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1634.513043,1.867684
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,485.096589,2.266064
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,788.591858,2.141435
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,1961.202399,1.781329
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,657.231338,2.192928
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,618.500784,2.208444
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,100.0,2.452378
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,404.291113,2.302584
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,195.055452,2.404731
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,152.984017,2.42781
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,3387.852488,1.487298
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,2500.543706,1.656327
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,2657.127893,1.623335
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,2823.517389,1.590319
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,3000.326206,1.556379
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,515.473364,2.252681
y = 0.0139x + 10,0.013888888888888888,10,101,160,12.222222222222221,3188.2068,1.521947
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,106.262006,2.451792
y = 0.0139x + 10,0.013888888888888888,10,101,80,11.11111111111111,1447.546,1.920916
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,112.916138,2.450532
y = 0.0139x + 10,0.013888888888888888,10,101,240,13.333333333333332,119.986953,2.441247
